geonameid	name	asciiname	alternatenames	latitude	longitude	"feature class"	"feature code"	"country code"	cc2	"admin1 code"	"admin2 code"	"admin3 code"	"admin4 code"	population	elevation	dem	timezone	"modification date"
7063352	Nyarukurazo	Nyarukurazo		-2.496	29.6599	P	PPLL	RW		15	24	2413	241305	0		1638	Africa/Kigali	2016-07-06
7063353	Nyarurembo	Nyarurembo		-2.4985	29.6751	P	PPLL	RW		15	24	2413	241304	0		1730	Africa/Kigali	2016-07-06
7063354	Uwabahima	Uwabahima		-2.4973	29.5788	P	PPL	RW		15	25	2506	250601	0		1734	Africa/Kigali	2016-07-06
7063355	Gasura	Gasura		-2.4985	29.6366	P	PPLL	RW		15	24	2404	240404	0		1762	Africa/Kigali	2016-07-06
7063356	Busesa	Busesa		-2.4988	29.6424	P	PPLL	RW		15	24	2404	240401	0		1639	Africa/Kigali	2016-07-06
7063357	Rwamweru	Rwamweru		-2.4996	29.6301	P	PPLL	RW		15	24	2404	240404	0		1911	Africa/Kigali	2016-07-06
7063358	Geceka	Geceka		-2.4989	29.6414	P	PPLL	RW		15	24	2404	240401	0		1646	Africa/Kigali	2016-07-06
7063359	Gisuma	Gisuma		-2.2744	29.5734	H	STM	RW		15				0		1577	Africa/Kigali	2009-11-28
7063360	Rwantozi	Rwantozi		-2.3082	29.6925	H	STM	RW		15				0		1654	Africa/Kigali	2009-11-28
7063361	Akogo	Akogo	Akoga,Akogo	-2.4599	29.7333	H	STM	RW		15				0		1608	Africa/Kigali	2012-01-20
7063362	Muzirantwago	Muzirantwago	Muzirantwago,Muzirontwago	-2.4097	29.5829	H	STM	RW		15				0		1715	Africa/Kigali	2012-01-20
7063363	Rulimbi	Rulimbi		-2.3638	29.696	H	STM	RW		15				0		1631	Africa/Kigali	2009-11-28
7063364	Gisizi	Gisizi		-2.3278	29.586	H	STM	RW		15				0		1549	Africa/Kigali	2009-11-28
7063365	Nyamukana	Nyamukana		-2.398	29.7194	H	STM	RW		15				0		1603	Africa/Kigali	2009-11-28
7063366	Nyakwibereka	Nyakwibereka		-2.3979	29.7192	H	STM	RW		15				0		1609	Africa/Kigali	2009-11-28
7063367	Kagondo	Kagondo		-2.3639	29.696	H	STM	RW		15				0		1631	Africa/Kigali	2009-11-28
7063368	Mazimeru	Mazimeru		-2.3709	29.5585	H	STM	RW		15				0		1575	Africa/Kigali	2009-11-28
7063369	Rugomero	Rugomero		-2.2616	29.7149	H	STM	RW		15				0		1628	Africa/Kigali	2009-11-28
7063370	Umwaro	Umwaro	Umwaro,Unwaro	-2.4384	29.7424	H	STM	RW		15				0		1663	Africa/Kigali	2012-01-20
7063371	Kandorere	Kandorere	Kandorare,Kandorere	-2.4952	29.6548	H	STM	RW		15				0		1610	Africa/Kigali	2012-01-20
7063372	Nyamirembe	Nyamirembe		-2.49	29.6876	H	STM	RW		15				0		1631	Africa/Kigali	2009-11-28
7073468	Nyabinyenga	Nyabinyenga		-2.31802	29.67236	T	MT	RW		15	21	2103	210303	0		1814	Africa/Kigali	2016-07-06
7097740	Kabaya	Kabaya		-1.5327	30.6623	L	LCTY	RW		11				0		1380	Africa/Kigali	2009-11-28
7097741	Kamiramugezi	Kamiramugezi		-1.5382	30.5618	H	WTLD	RW		11				0		1291	Africa/Kigali	2009-11-28
7097742	Gisa	Gisa		-1.5974	30.5386	T	HLLS	RW		11				0		1617	Africa/Kigali	2009-11-28
7097743	Kayongo	Kayongo		-1.72822	30.50357	H	STMI	RW		11				0		1350	Africa/Kigali	2009-11-28
7097744	Muhona	Muhona	Mohana,Muhona	-1.5032	30.63495	V	GRSLD	RW		11				0		1288	Africa/Kigali	2012-01-21
7097745	Muvano	Muvano		-1.5019	30.7096	T	PEN	RW		11				0		1289	Africa/Kigali	2009-11-28
7097746	Nyarunazi	Nyarunazi	Nyarunazi	-1.5056	30.5058	T	HLL	RW		11	53	5314	531404	0	1506	1453	Africa/Kigali	2018-12-06
7097747	Nyafunzo	Nyafunzo		-1.51719	30.5052	T	VAL	RW		11				0		1355	Africa/Kigali	2009-11-28
7097748	Nyamatete	Nyamatete	Nyamatete	-1.5285	30.6289	T	HLL	RW		11	53	5314	531402	0		1457	Africa/Kigali	2018-12-06
7097754	Rwanyamiti	Rwanyamiti		-1.7544	30.7731	T	HDLD	RW		11				0		1304	Africa/Kigali	2009-11-28
7097755	Icumura	Icumura		-1.7835	30.778	T	HDLD	RW		11				0		1304	Africa/Kigali	2009-11-28
7097756	Nyanga	Nyanga		-1.92556	30.7525	T	PEN	RW		11				0		1303	Africa/Kigali	2009-11-28
7097757	Rugasha	Rugasha	Rugasha	-1.9465	30.8071	T	HLL	RW		11	54	5408	540802	0		1311	Africa/Kigali	2018-12-06
7097848	Ruhendo	Ruhendo		-1.526	30.6825	L	LCTY	RW		11				0		1328	Africa/Kigali	2009-11-28
7097849	Rukama	Rukama	Rukama	-1.5269	30.7383	T	HLL	RW		11	53	5314	531402	0	1305	1292	Africa/Kigali	2018-12-06
7097850	Gasheshe	Gasheshe		-1.53029	30.54182	V	GRSLD	RW		11				0		1328	Africa/Kigali	2009-11-28
7097851	Plage aux Hippos	Plage aux Hippos		-1.5327	30.7302	T	BCH	RW		11	53	5314	531402	0		1282	Africa/Kigali	2016-07-06
7097852	Mushushu	Mushushu	Mushushu	-1.5335	30.6087	T	MT	RW		11	53	5314	531402	0	1739	1727	Africa/Kigali	2018-12-06
7097853	Kanyamunya	Kanyamunya	Kanyamunya	-1.5425	30.5953	T	HLL	RW		11	53	5314	531402	0		1515	Africa/Kigali	2018-12-06
7097854	Mbayayo	Mbayayo	Mbayayo	-1.547	30.7431	T	HLL	RW		11	53	5314	531402	0	1291	1289	Africa/Kigali	2018-12-06
7097855	Kandaro	Kandaro	Kandaro	-1.5531	30.6475	T	MT	RW		11	53	5314	531402	0	1761	1712	Africa/Kigali	2018-12-06
7097856	Shama	Shama		-1.5643	30.5859	L	LCTY	RW		11				0		1377	Africa/Kigali	2009-11-28
7097857	Kintate	Kintate		-1.5763	30.70793	V	GRSLD	RW		11				0		1371	Africa/Kigali	2009-11-28
7097858	Mukerenke	Mukerenke		-1.5827	30.6769	T	SCRP	RW		11				0		1608	Africa/Kigali	2009-11-28
7097859	Nyamabare	Nyamabare	Nyamabare	-1.5876	30.5585	T	HLL	RW		11	53	5314	531402	0	1417	1383	Africa/Kigali	2018-12-06
7097860	Kindeko	Kindeko	Kindeko	-1.5956	30.503	T	HLL	RW		11	53	5314	531404	0		1359	Africa/Kigali	2018-12-06
7097861	Burengo	Burengo	Burengo	-1.5955	30.6895	T	MT	RW		11	53	5314	531402	0	1606	1569	Africa/Kigali	2018-12-06
7097862	Bunagwa	Bunagwa	Bunagwa	-1.6096	30.5239	T	HLL	RW		11	53	5314	531402	0	1473	1445	Africa/Kigali	2018-12-06
7097863	Nyamashuri	Nyamashuri		-1.618	30.5893	H	WTLD	RW		11				0		1292	Africa/Kigali	2009-11-28
7097864	Nyagakoma	Nyagakoma		-1.6343	30.6903	L	LCTY	RW		11				0		1321	Africa/Kigali	2009-11-28
7097865	Nyamweru	Nyamweru		-1.6337	30.5039	H	WTLD	RW		11				0		1318	Africa/Kigali	2009-11-28
7097866	Butenga	Butenga	Butenga	-1.6428	30.7108	T	HLL	RW		11	54	5406	540601	0	1330	1328	Africa/Kigali	2018-12-06
7097867	Karugaju	Karugaju		-1.6426	30.6979	H	WTLD	RW		11				0		1313	Africa/Kigali	2009-11-28
7097868	Kazabagarura	Kazabagarura		-1.6458	30.5229	H	WTLD	RW		11				0		1345	Africa/Kigali	2009-11-28
7097869	Buhira	Buhira	Buhira	-1.6602	30.686	T	VAL	RW		11				0		1330	Africa/Kigali	2018-12-06
7097870	Rusenyi	Rusenyi	Rusenyi	-1.6601	30.5121	T	HLL	RW		11	53	5314	531402	0	1577	1544	Africa/Kigali	2018-12-06
7097871	Ngerenke	Ngerenke	Ngerenke	-1.667	30.6574	T	HLL	RW		11	54	5406	540601	0	1543	1482	Africa/Kigali	2018-12-06
7097872	Shabakazi	Shabakazi	Shabakazi	-1.6702	30.6703	T	HLL	RW		11	54	5406	540601	0	1592	1585	Africa/Kigali	2018-12-06
7097873	Twinsure	Twinsure		-1.6796	30.6209	H	WTLD	RW		11				0		1294	Africa/Kigali	2009-11-28
7097874	Nyampiki	Nyampiki	Nyampiki	-1.692	30.7442	T	HLL	RW		11	54	5406	540601	0	1328	1325	Africa/Kigali	2018-12-06
7097875	Kamuli	Kamuli		-1.7028	30.5422	L	LCTY	RW		11				0		1492	Africa/Kigali	2009-11-28
7097876	Mihingo	Mihingo		-1.7031	30.6049	T	VAL	RW		11				0		1316	Africa/Kigali	2009-11-28
7097877	Nyangongoro	Nyangongoro		-1.7079	30.7249	L	LCTY	RW		11				0		1309	Africa/Kigali	2009-11-28
7097878	Nyamabuye	Nyamabuye	Nyamabuye	-1.7177	30.6909	T	HLL	RW		11	54	5406	540601	0	1580	1546	Africa/Kigali	2018-12-06
7097879	Migina	Migina		-1.7283	30.6531	H	WTLD	RW		11				0		1301	Africa/Kigali	2009-11-28
7097880	Rwimbogo	Rwimbogo	Rwimbogo	-1.7302	30.6878	T	VAL	RW		11				0		1352	Africa/Kigali	2018-12-06
7097881	Ngugu	Ngugu		-1.7339	30.5186	P	PPLL	RW		11	54	5406	540604	0		1353	Africa/Kigali	2016-07-06
7097882	Nyakagunga	Nyakagunga	Nyakagunga	-1.7377	30.6883	T	SPUR	RW		11				0	1480	1435	Africa/Kigali	2018-12-06
7097883	Ryamanyoni	Ryamanyoni		-1.74174	30.50448	P	PPL	RW		11	54	5406	540604	0		1387	Africa/Kigali	2016-07-06
7097884	Rwakabanda	Rwakabanda		-1.7441	30.5373	P	PPLL	RW		11	54	5406	540604	0		1382	Africa/Kigali	2016-07-06
7097885	Buhagwa	Buhagwa	Buhagwa	-1.7446	30.5698	T	MT	RW		11	54	5406	540601	0	1695	1690	Africa/Kigali	2018-12-06
7097886	Kigabi	Kigabi		-1.7448	30.7412	L	LCTY	RW		11				0		1319	Africa/Kigali	2009-11-28
7097901	Kanyagasheshe	Kanyagasheshe		-1.50582	30.64987	L	LCTY	RW		11				0		1302	Africa/Kigali	2009-11-28
7106499	Kabuga	Kabuga		-1.9501	30.4368	P	PPL	RW		11	51	5106	510609	0		1540	Africa/Kigali	2016-07-06
7106500	Rwajembe	Rwajembe		-1.8178	30.4109	P	PPLL	RW		11	53	5306	530603	0		1510	Africa/Kigali	2016-07-06
7106501	Rubagambyeyi	Rubagambyeyi		-1.9023	30.269	H	STMI	RW		12				0		1455	Africa/Kigali	2009-11-28
7106502	Rwangunda	Rwangunda		-1.9562	30.4827	H	STMI	RW		11				0		1473	Africa/Kigali	2009-11-28
7106503	Kadigadiga	Kadigadiga		-1.9873	30.4428	H	STM	RW		11				0		1383	Africa/Kigali	2009-11-28
7106531	Fugi	Fugi		-2.7799	29.6817	P	PPL	RW		15	23	2309	230901	0		1730	Africa/Kigali	2016-07-06
7106532	Gabiro	Gabiro		-2.7838	29.5316	P	PPL	RW		15	23	2301	230104	0		1943	Africa/Kigali	2016-07-06
7106533	Nyamirama	Nyamirama		-2.788	29.6827	P	PPL	RW		15	23	2309	230905	0		1685	Africa/Kigali	2016-07-06
7106535	Akabuga	Akabuga		-2.8123	29.5531	P	PPLL	RW	RW	15	23	2301	230101	0		2055	Africa/Kigali	2016-07-06
7106536	Murwakagambi	Murwakagambi		-2.7703	29.5076	H	STM	RW	RW	15				0		1946	Africa/Kigali	2009-11-28
7106537	Nyarunazi	Nyarunazi		-2.7737	29.7222	P	PPLL	RW		15	22	2212	221203	0		1608	Africa/Kigali	2016-07-06
7106538	Mutumiranzogera	Mutumiranzogera	Mutumiranzogera,Rutigita Il	-2.8273	29.5425	H	STM	RW		00				0		1976	Africa/Kigali	2012-01-21
7106539	Kagogo	Kagogo		-1.8004	30.2754	H	STM	RW		00				0		1449	Africa/Kigali	2009-11-28
7106540	Bayombo	Bayombo		-1.75	30.253	H	STM	RW		13				0		1495	Africa/Kigali	2009-11-28
7106541	Mwambaro	Mwambaro		-1.75028	30.27222	S	MKT	RW		11	53	5308	530805	0		1707	Africa/Kigali	2016-07-06
7106542	Kinunga	Kinunga		-1.74941	30.3888	P	PPLL	RW		11	53	5307	530703	0		1465	Africa/Kigali	2016-07-06
7106543	Akabuye	Akabuye		-1.75056	30.44361	V	CULT	RW		11				0		1613	Africa/Kigali	2009-11-28
7106544	Nyange I	Nyange I		-1.75139	30.29361	P	PPLL	RW		11	53	5308	530804	0		1786	Africa/Kigali	2016-07-06
7106545	Akavumu	Akavumu		-1.75139	30.45444	P	PPLL	RW		11	53	5307	530702	0		1602	Africa/Kigali	2016-07-06
7106546	Nyagasambu	Nyagasambu		-1.75222	30.28556	P	PPLL	RW		11	53	5308	530805	0		1805	Africa/Kigali	2016-07-06
7106547	Rusumbana	Rusumbana		-1.7592	30.2529	H	STMI	RW		13				0		1524	Africa/Kigali	2009-11-28
7106548	Kadobogo	Kadobogo		-1.81167	30.25	H	STM	RW		13				0		1468	Africa/Kigali	2009-11-28
7106549	Kaziga	Kaziga		-1.751	30.3204	H	STMI	RW		11				0		1599	Africa/Kigali	2009-11-28
7106550	Akingondo	Akingondo		-1.751	30.4189	P	PPLL	RW		11	53	5307	530701	0		1441	Africa/Kigali	2016-07-06
7106551	Ruhara	Ruhara		-1.7534	30.2991	H	STMI	RW		11				0		1708	Africa/Kigali	2009-11-28
7106552	Rwamujumba	Rwamujumba		-1.754	30.4339	H	STMI	RW		11				0		1534	Africa/Kigali	2009-11-28
7106553	Butinza	Butinza		-1.751	30.3206	H	STMI	RW		11				0		1579	Africa/Kigali	2009-11-28
7106554	Rukoki	Rukoki		-1.7525	30.364	H	STMI	RW		11				0		1489	Africa/Kigali	2009-11-28
7106555	Nyamuko	Nyamuko		-1.7639	30.4585	H	STMI	RW		11				0		1507	Africa/Kigali	2009-11-28
7106556	Murenga Rusumba	Murenga Rusumba	Murenga,Murenga Rusumba,Rusumba	-1.7563	30.2539	H	STMI	RW		13				0		1500	Africa/Kigali	2012-01-21
7106557	Rwabitama	Rwabitama		-1.74435	30.26192	H	STMI	RW		11				0		1523	Africa/Kigali	2009-11-28
7106558	Karuruma	Karuruma		-1.7598	30.3968	H	STMI	RW		11				0		1442	Africa/Kigali	2009-11-28
7106559	Gahara I	Gahara I		-1.76	30.2626	P	PPLL	RW		11	53	5301	530104	0		1730	Africa/Kigali	2016-07-06
7106560	Cyahafi	Cyahafi		-1.7537	30.2992	H	STMI	RW		11				0		1708	Africa/Kigali	2009-11-28
7106561	Gakorokombe	Gakorokombe		-1.7601	30.2995	P	PPLL	RW		11	53	5308	530802	0		1681	Africa/Kigali	2016-07-06
7106562	Nyarunazi	Nyarunazi		-1.7579	30.4802	P	PPLL	RW		11	54	5410	541003	0		1601	Africa/Kigali	2016-07-06
7106563	Karagali	Karagali		-1.7595	30.4607	P	PPLL	RW		11	54	5410	541003	0		1533	Africa/Kigali	2016-07-06
7106564	Ryampunga	Ryampunga		-1.7608	30.3649	P	PPLL	RW		11	53	5309	530901	0		1529	Africa/Kigali	2016-07-06
7106565	Kajurujuru	Kajurujuru		-1.7634	30.3719	H	STM	RW		11				0		1476	Africa/Kigali	2009-11-28
7106566	Kagina	Kagina		-1.7732	30.4483	H	STMI	RW		11				0		1488	Africa/Kigali	2009-11-28
7106567	Nyakabungo	Nyakabungo		-1.7602	30.4461	P	PPLL	RW		11	53	5307	530702	0		1584	Africa/Kigali	2016-07-06
7106568	Kagogo	Kagogo		-1.76405	30.25211	P	PPLL	RW		13	45	4505	450502	0		1524	Africa/Kigali	2016-07-06
7106569	Ruhenda	Ruhenda		-1.7634	30.2815	P	PPLL	RW		11	53	5308	530805	0		1720	Africa/Kigali	2016-07-06
7106570	Rwagishoma	Rwagishoma		-1.7644	30.4587	H	STM	RW		11				0		1507	Africa/Kigali	2009-11-28
7106571	Mataba	Mataba		-1.7649	30.3425	P	PPLL	RW		11	53	5309	530901	0		1645	Africa/Kigali	2016-07-06
7106572	Kidimba	Kidimba		-1.7614	30.3697	H	STM	RW		11				0		1477	Africa/Kigali	2009-11-28
7106573	Bwiza	Bwiza		-1.7647	30.4346	P	PPLL	RW		11	53	5307	530704	0		1594	Africa/Kigali	2016-07-06
7106574	Ngugu	Ngugu		-1.7729	30.4485	H	STM	RW		11				0		1505	Africa/Kigali	2009-11-28
7106575	Butinsa	Butinsa		-1.7655	30.3216	P	PPLL	RW		11	53	5308	530802	0		1683	Africa/Kigali	2016-07-06
7106576	Rususa	Rususa		-1.7818	30.2882	H	STM	RW		11				0		1546	Africa/Kigali	2009-11-28
7106577	Bishikili	Bishikili		-1.7677	30.3463	H	STM	RW		11				0		1559	Africa/Kigali	2009-11-28
7106578	Kinimba	Kinimba		-1.7679	30.4261	P	PPLL	RW		11	53	5307	530704	0		1699	Africa/Kigali	2016-07-06
7106579	Umulinga	Umulinga		-1.7684	30.4156	P	PPLL	RW		11	53	5307	530704	0		1630	Africa/Kigali	2016-07-06
7106580	Kabeza	Kabeza		-1.7694	30.2534	P	PPLL	RW		13	45	4505	450502	0		1571	Africa/Kigali	2016-07-06
7106581	Gahara II	Gahara II		-1.7707	30.2686	P	PPLL	RW		11	53	5301	530104	0		1739	Africa/Kigali	2016-07-06
7106582	Rwanyiramishako	Rwanyiramishako		-1.7741	30.3121	H	STMI	RW		11				0		1616	Africa/Kigali	2009-11-28
7106583	Gasigati	Gasigati		-1.7739	30.3123	H	STMI	RW		11				0		1616	Africa/Kigali	2009-11-28
7106584	Viro	Viro		-1.7703	30.2783	P	PPLL	RW		11	53	5301	530104	0		1748	Africa/Kigali	2016-07-06
7106585	Umunanira	Umunanira		-1.7709	30.3818	P	PPLL	RW		11	53	5307	530701	0		1584	Africa/Kigali	2016-07-06
7106586	Akamashya	Akamashya		-1.7724	30.3545	P	PPLL	RW		11	53	5309	530901	0		1530	Africa/Kigali	2016-07-06
7106587	Kinunga	Kinunga		-1.7735	30.4558	P	PPLL	RW		11	54	5410	541003	0		1560	Africa/Kigali	2016-07-06
7106588	Bishyamirane	Bishyamirane		-1.7692	30.334	H	STM	RW		11				0		1553	Africa/Kigali	2009-11-28
7106589	Nyimba	Nyimba		-1.7807	30.285	H	STMI	RW		11				0		1555	Africa/Kigali	2009-11-28
7106590	Rwibikona	Rwibikona		-1.7749	30.482	P	PPLL	RW		11	54	5410	541003	0		1619	Africa/Kigali	2016-07-06
7106591	Cyanyangara	Cyanyangara		-1.7724	30.2596	H	STMI	RW		13				0		1475	Africa/Kigali	2009-11-28
7106592	Cyarugira	Cyarugira		-1.7848	30.2954	H	STMI	RW		11				0		1532	Africa/Kigali	2009-11-28
7106593	Gatagara	Gatagara		-1.7752	30.3431	P	PPLL	RW		11	53	5309	530901	0		1618	Africa/Kigali	2016-07-06
7106594	Rubira	Rubira		-1.7796	30.4031	H	STM	RW		11				0		1503	Africa/Kigali	2009-11-28
7106595	Ryakigara	Ryakigara		-1.779	30.3137	H	STMI	RW		11				0		1602	Africa/Kigali	2009-11-28
7106596	Agakomeye	Agakomeye		-1.7778	30.3862	P	PPLL	RW		11	53	5307	530701	0		1523	Africa/Kigali	2016-07-06
7106597	Tubindi	Tubindi		-1.7775	30.4426	P	PPLL	RW		11	53	5307	530704	0		1549	Africa/Kigali	2016-07-06
7106598	Nyagasambu	Nyagasambu		-1.7801	30.4175	P	PPLL	RW		11	53	5307	530704	0		1600	Africa/Kigali	2016-07-06
7106599	Kabare	Kabare		-1.7818	30.4632	P	PPL	RW		11	54	5410	541003	0		1628	Africa/Kigali	2016-07-06
7106600	Byahi	Byahi		-1.7787	30.2781	P	PPLL	RW		11	53	5301	530102	0		1648	Africa/Kigali	2016-07-06
7106601	Cyarugira	Cyarugira		-1.7791	30.2905	P	PPLL	RW		11	53	5308	530801	0		1665	Africa/Kigali	2016-07-06
7106602	Kiniga	Kiniga		-1.7796	30.3226	P	PPLL	RW		11	53	5309	530902	0		1810	Africa/Kigali	2016-07-06
7106603	Gasharu	Gasharu		-1.7793	30.3686	P	PPLL	RW		11	53	5309	530901	0		1503	Africa/Kigali	2016-07-06
7106604	Murambi	Murambi		-1.7812	30.3343	P	PPLL	RW		11	53	5309	530901	0		1718	Africa/Kigali	2016-07-06
7106605	Kayanga	Kayanga		-1.7857	30.4473	H	STM	RW		11				0		1477	Africa/Kigali	2009-11-28
7106606	Kabuga	Kabuga		-1.7824	30.3992	P	PPLL	RW		11	53	5307	530701	0		1468	Africa/Kigali	2016-07-06
7106607	Mwizinga	Mwizinga		-1.7859	30.4471	H	STMI	RW		11				0		1477	Africa/Kigali	2009-11-28
7106608	Kagarama	Kagarama		-1.7827	30.3891	P	PPLL	RW		11	53	5306	530601	0		1469	Africa/Kigali	2016-07-06
7106609	Nyakariba	Nyakariba		-1.7864	30.484	H	STMI	RW		11				0		1530	Africa/Kigali	2009-11-28
7106610	Kagarama	Kagarama		-1.7842	30.2721	P	PPLL	RW		11	53	5301	530102	0		1625	Africa/Kigali	2016-07-06
7106611	Kigabiro	Kigabiro		-1.7853	30.2586	P	PPLL	RW		13	45	4505	450502	0		1657	Africa/Kigali	2016-07-06
7106612	Kigoroba	Kigoroba		-1.7857	30.4193	P	PPLL	RW		11	53	5307	530704	0		1616	Africa/Kigali	2016-07-06
7106613	Gatare	Gatare		-1.7864	30.4279	P	PPLL	RW		11	53	5307	530704	0		1621	Africa/Kigali	2016-07-06
7106614	Kigwene	Kigwene		-1.7872	30.4783	P	PPLL	RW		11	54	5410	541003	0		1548	Africa/Kigali	2016-07-06
7106615	Cyarwa	Cyarwa		-1.784	30.2654	H	STMI	RW		13				0		1463	Africa/Kigali	2009-11-28
7106616	Kimironko	Kimironko		-1.7886	30.3628	P	PPLL	RW		11	53	5309	530901	0		1523	Africa/Kigali	2016-07-06
7106617	Gatugunda	Gatugunda		-1.7882	30.4362	P	PPLL	RW		11	53	5306	530602	0		1590	Africa/Kigali	2016-07-06
7106618	Nyarutunga	Nyarutunga		-1.7879	30.4713	P	PPLL	RW		11	54	5410	541003	0		1612	Africa/Kigali	2016-07-06
7106619	Rutoma	Rutoma		-1.7898	30.3099	P	PPLL	RW		11	53	5308	530801	0		1624	Africa/Kigali	2016-07-06
7106620	Karundura	Karundura		-1.7996	30.3749	H	STM	RW		11				0		1454	Africa/Kigali	2009-11-28
7106621	Mumirambi	Mumirambi		-1.7911	30.4542	P	PPLL	RW		11	54	5410	541003	0		1543	Africa/Kigali	2016-07-06
7106622	Gikangaga	Gikangaga		-1.7928	30.381	H	STM	RW		11				0		1456	Africa/Kigali	2009-11-28
7106623	Kimana	Kimana		-1.7923	30.2835	P	PPLL	RW		11	53	5301	530103	0		1671	Africa/Kigali	2016-07-06
7106624	Rwabagenzi	Rwabagenzi		-1.7951	30.3781	H	STM	RW		11				0		1456	Africa/Kigali	2009-11-28
7106625	Rwimondo	Rwimondo		-1.7888	30.3315	H	STMI	RW		11				0		1593	Africa/Kigali	2009-11-28
7106626	Gitega	Gitega		-1.7941	30.4694	P	PPLL	RW		11	54	5410	541001	0		1592	Africa/Kigali	2016-07-06
7106627	Runyinya	Runyinya		-1.7981	30.318	P	PPLL	RW		11	53	5309	530902	0		1549	Africa/Kigali	2016-07-06
7106628	Rugarama	Rugarama		-1.798	30.3388	P	PPLL	RW		11	53	5309	530904	0		1647	Africa/Kigali	2016-07-06
7106629	Karugu	Karugu		-1.7982	30.4488	H	STMI	RW		11				0		1455	Africa/Kigali	2009-11-28
7106630	Kinunga	Kinunga		-1.799	30.2796	P	PPLL	RW		11	53	5301	530103	0		1570	Africa/Kigali	2016-07-06
7106631	Rwandabarasa	Rwandabarasa		-1.803	30.3136	H	STM	RW		11				0		1496	Africa/Kigali	2009-11-28
7106632	Ryanyagapfumu	Ryanyagapfumu		-1.7984	30.3564	P	PPLL	RW		11	53	5309	530904	0		1543	Africa/Kigali	2016-07-06
7106633	Kurusizi	Kurusizi		-1.7982	30.4276	P	PPLL	RW		11	53	5306	530602	0		1509	Africa/Kigali	2016-07-06
7106634	Nyagishenyi	Nyagishenyi		-1.7999	30.4751	H	STM	RW		11				0		1503	Africa/Kigali	2009-11-28
7106635	Mumuli	Mumuli		-1.79149	30.4942	P	PPLL	RW		11	54	5410	541002	0		1531	Africa/Kigali	2016-07-06
7106636	Maya	Maya		-1.8016	30.304	P	PPLL	RW		11	53	5301	530101	0		1542	Africa/Kigali	2016-07-06
7106637	Rwagahunde	Rwagahunde		-1.8126	30.4362	H	STMI	RW		11				0		1447	Africa/Kigali	2009-11-28
7106638	Rwagakara	Rwagakara	Rwagakara,Rwagakera	-1.8137	30.2694	H	STMI	RW		13				0		1471	Africa/Kigali	2012-01-21
7106639	Kabweja	Kabweja		-1.8029	30.3599	P	PPLL	RW		11	53	5309	530904	0		1548	Africa/Kigali	2016-07-06
7106640	Kidogo	Kidogo		-1.8032	30.4604	P	PPLL	RW		11	54	5410	541001	0		1544	Africa/Kigali	2016-07-06
7106641	Kamasine	Kamasine		-1.8043	30.4106	P	PPLL	RW		11	53	5306	530602	0		1496	Africa/Kigali	2016-07-06
7106642	Maya	Maya		-1.8029	30.3124	H	STMI	RW		11				0		1515	Africa/Kigali	2009-11-28
7106643	Nyakagarama	Nyakagarama		-1.8052	30.4366	P	PPLL	RW		11	53	5306	530602	0		1501	Africa/Kigali	2016-07-06
7106644	Mitungu	Mitungu		-1.8051	30.4979	P	PPLL	RW		11	54	5410	541002	0		1625	Africa/Kigali	2016-07-06
7106645	Gasharu	Gasharu		-1.8054	30.2713	P	PPLL	RW		13	45	4505	450503	0		1553	Africa/Kigali	2016-07-06
7106646	Kome	Kome		-1.8061	30.2985	P	PPLL	RW		11	53	5301	530101	0		1654	Africa/Kigali	2016-07-06
7106647	Cyibumba	Cyibumba		-1.817	30.3649	H	STMI	RW		11				0		1450	Africa/Kigali	2009-11-28
7106648	Teme	Teme		-1.8063	30.2912	P	PPLL	RW		11	53	5301	530103	0		1620	Africa/Kigali	2016-07-06
7106649	Karama	Karama		-1.8067	30.4596	P	PPL	RW		11	54	5410	541001	0		1571	Africa/Kigali	2016-07-06
7106650	Bushenyi	Bushenyi		-1.8084	30.3657	P	PPLL	RW		11	53	5309	530904	0		1512	Africa/Kigali	2016-07-06
7106651	Nyakabanda	Nyakabanda		-1.8094	30.3419	P	PPLL	RW		11	53	5309	530904	0		1597	Africa/Kigali	2016-07-06
7106652	Businde	Businde		-1.808	30.409	P	PPLL	RW		11	53	5306	530602	0		1477	Africa/Kigali	2016-07-06
7106653	Byimana	Byimana		-1.8191	30.4252	H	STMI	RW		11				0		1456	Africa/Kigali	2009-11-28
7106654	Muzizi	Muzizi		-1.8098	30.4795	P	PPLL	RW		11	54	5410	541002	0		1569	Africa/Kigali	2016-07-06
7106655	Giheta	Giheta		-1.812	30.2757	P	PPLL	RW		13				0		1498	Africa/Kigali	2009-11-28
7106656	Kanyinya	Kanyinya		-1.8176	30.2884	H	STMI	RW		11				0		1453	Africa/Kigali	2009-11-28
7106657	Akarambo	Akarambo		-1.8108	30.3833	P	PPLL	RW		11	53	5306	530601	0		1533	Africa/Kigali	2016-07-06
7106658	Ngaruye	Ngaruye		-1.8143	30.4045	H	STMI	RW		11				0		1497	Africa/Kigali	2009-11-28
7106659	Gakenyeli	Gakenyeli		-1.8141	30.4467	P	PPLL	RW		11	54	5410	541001	0		1492	Africa/Kigali	2016-07-06
7106660	Murehe	Murehe		-1.8139	30.4291	P	PPLL	RW		11	53	5306	530602	0		1526	Africa/Kigali	2016-07-06
7106661	Buburankwi	Buburankwi	Buburakwi,Buburankwi	-1.8166	30.3004	P	PPLL	RW		11	53	5301	530103	0		1611	Africa/Kigali	2016-07-06
