geonameid	name	asciiname	alternatenames	latitude	longitude	"feature class"	"feature code"	"country code"	cc2	"admin1 code"	"admin2 code"	"admin3 code"	"admin4 code"	population	elevation	dem	timezone	"modification date"
201534	Rugendabali	Rugendabali	Rugendabali,Rugendabari	-1.9383	29.6745	P	PPLL	RW		15	27	2711	271105	0		1593	Africa/Kigali	2016-07-06
201535	Rugerero	Rugerero	Rugarero,Rugerero	-1.68596	29.3005	P	PPLL	RW		14	33	3312	331205	0		1668	Africa/Kigali	2016-07-06
201536	Rugarama	Rugarama	Rugamama,Rugarama	-2.2147	30.7865	P	PPLL	RW		11	55	5512	551202	0		1610	Africa/Kigali	2016-07-06
201537	Rugarama	Rugarama		-2.05	29.68333	P	PPLL	RW		15	27	2705	270501	0		1628	Africa/Kigali	2016-07-06
201538	Rugarame	Rugarame	Lugarama,Rugarama,Rugarame	-1.73444	30.47611	L	LCTY	RW	RW	11				0		1571	Africa/Kigali	2012-01-17
201539	Ruganwa	Ruganwa		-1.9324	30.0604	H	STM	RW		12				0		1380	Africa/Kigali	1994-09-07
201540	Ruganira	Ruganira		-2.1904	29.4227	H	STM	RW		14				0		1965	Africa/Kigali	2011-02-07
201541	Ruganda	Ruganda		-1.7997	29.897	P	PPL	RW		13	42	4213	421308	0		1651	Africa/Kigali	2016-07-06
201542	Rugamba	Rugamba	Rugamba,Rugambu	-1.874	29.2888	H	STM	RW		14				0		1467	Africa/Kigali	2012-01-17
201543	Rugabano	Rugabano	Rugabano,Rugabuno	-1.7303	30.0753	H	STM	RW		13				0		1520	Africa/Kigali	2012-01-17
201544	Rugabano	Rugabano	Rugabano	-2.1091	29.4845	P	PPL	RW		14	31	3110	311001	0		2018	Africa/Kigali	2016-07-06
201545	Rufigiza	Rufigiza		-1.8868	30.0812	H	STM	RW		12				0		1382	Africa/Kigali	1994-01-04
201546	Rucunda	Rucunda		-2.3352	29.4345	P	PPLL	RW		15	25	2514	251403	0		2117	Africa/Kigali	2016-07-06
201547	Rubonobano	Rubonobano		-2.21667	30.71667	H	STM	RW		11				0		1446	Africa/Kigali	2010-08-22
201548	Ruhondo	Ruhondo	Rubondo,Ruhondo	-2.1853	29.6919	H	STM	RW		15				0		1621	Africa/Kigali	2012-01-17
201549	Rubona	Rubona		-2.4806	29.7756	P	PPLL	RW		15	24	2411	241105	0		1686	Africa/Kigali	2016-07-06
201550	Rubona	Rubona		-2.03894	30.39915	P	PPL	RW		11	51	5114	511402	0		1507	Africa/Kigali	2016-07-06
201551	Rubona	Rubona		-1.9955	29.8893	P	PPL	RW		15	28	2801	280104	0		1686	Africa/Kigali	2016-07-06
201552	Rubona	Rubona		-2.2323	29.7217	P	PPL	RW		15	26	2601	260104	0		1711	Africa/Kigali	2016-07-06
201553	Rubilizi	Rubilizi	Rubilizi,Rubirizi	-1.9771	30.1221	H	STMI	RW		12				0		1397	Africa/Kigali	2012-01-17
201554	Baie Rubindi	Baie Rubindi		-2.17465	30.36672	H	LKX	RW		11				0		1332	Africa/Kigali	2011-02-07
201555	Baie Rubiha	Baie Rubiha		-1.84909	30.4606	H	BAY	RW		11				0		1450	Africa/Kigali	2009-10-19
201556	Rubaya	Rubaya		-2.13944	30.83556	L	LCTY	RW		11				0		1617	Africa/Kigali	2010-08-22
201557	Rubare	Rubare	Rubare	-1.6	29.46667	T	MT	RW		14	34	3402	340203	0		2723	Africa/Kigali	2018-12-04
201558	Rubange	Rubange	Rubange,Rubangi	-1.49363	29.68834	P	PPLL	RW		13	43	4303	430304	0		1920	Africa/Kigali	2016-07-06
201559	Baie Rubanga	Baie Rubanga		-2.10351	30.33864	H	LKX	RW		11				0		1332	Africa/Kigali	2011-02-07
201560	Rubanda	Rubanda		-2	29.6	P	PPLL	RW		14	35	3510	351001	0		1717	Africa/Kigali	2016-07-06
201561	Rubagabaga	Rubagabaga		-1.7195	29.6369	H	STM	RW		14				0		1414	Africa/Kigali	1995-03-14
201562	Rubaba	Rubaba		-1.9807	29.7367	H	STM	RW		15				0		1615	Africa/Kigali	2009-03-13
201563	Remera	Remera		-2.0679	30.5529	P	PPLL	RW		11	56	5609	560901	0		1673	Africa/Kigali	2016-07-06
201564	Remera	Remera		-2.0663	29.7343	P	PPL	RW		15	27	2705	270502	0		1861	Africa/Kigali	2016-07-06
201565	Remera	Remera		-1.96667	29.93333	L	LCTY	RW		15				0		1595	Africa/Kigali	2010-08-22
201566	Remera	Remera		-1.9449	29.8845	P	PPLL	RW		15	28	2811	281106	0		1733	Africa/Kigali	2016-07-06
201567	Remera	Remera	Iremera,Remera	-1.93778	29.90613	S	MSSN	RW		15	28	2811	281106	0		1804	Africa/Kigali	2016-07-06
201568	Rambura	Rambura		-1.6757	29.5166	P	PPL	RW		14	34	3409	340905	0		2419	Africa/Kigali	2016-07-06
201569	Ngarama	Ngarama	Ngarama,Plateau Ngarama	-1.5227	30.2355	P	PPLL	RW		11	53	5310	531001	0		1439	Africa/Kigali	2016-07-06
201570	Kivuye	Kivuye	Kipuye,Kivuye,Plateau Kipuye	-1.4886	29.9304	P	PPL	RW		13	44	4411	441104	0		2365	Africa/Kigali	2016-07-06
201571	Kizinga	Kizinga	Kaninga,Kazinga,Kizinga,Plateau Kaniga	-1.40853	30.07803	P	PPLL	RW		13	45	4507	450702	0		1836	Africa/Kigali	2016-07-06
201572	Cyuru	Cyuru	Chyuru,Cyuru,Plateau Chyuru	-1.644	30.1208	P	PPL	RW		13	45	4516	451602	0		2107	Africa/Kigali	2016-07-06
201573	Pindura	Pindura	Pindula,Pindura,Pinuka	-2.4731	29.2203	T	PK	RW		14	37	3713	371301	0		2402	Africa/Kigali	2016-07-06
201575	Nyundo	Nyundo	Nyondo,Nyundo	-1.70325	29.32574	P	PPL	RW		14	33	3310	331007	0		1815	Africa/Kigali	2016-07-06
201576	Nyamunyereza	Nyamunyereza	Nyamunyereza,Nyumunyereza	-2.1705	29.7345	H	STM	RW		15				0		1721	Africa/Kigali	2012-01-17
201577	Nyumba	Nyumba		-2.6614	29.688	P	PPL	RW		15	24	2401	240102	0		1721	Africa/Kigali	2016-07-06
201578	Ngiryi	Ngiryi	Ngiryi,Nyiryi	-2.4572	29.9045	H	STM	RW		15				0		1362	Africa/Kigali	2012-01-17
201579	Nyiramivumba	Nyiramivumba		-2.1097	29.725	H	STM	RW		15				0		1808	Africa/Kigali	2011-02-07
201580	Nyiragashashi	Nyiragashashi	Nyiraga,Nyiragashashi	-1.5045	30.1967	H	STM	RW		13				0		1431	Africa/Kigali	2012-01-17
201581	Nyinga	Nyinga		-2.2	30.6	H	STM	RW		11				0		1392	Africa/Kigali	2010-08-22
201582	Nyawera	Nyawera		-1.8954	30.5522	P	PPLL	RW		11	54	5407	540704	0		1582	Africa/Kigali	2016-07-06
201583	Nyarutovu	Nyarutovu	Nyarutovu,Nyavutavu	-2.63475	29.3321	H	STM	RW		14				0		2393	Africa/Kigali	2012-01-17
201584	Nyacyana	Nyacyana	Nyacyana,Nyacyanga,Nyatshyana	-1.4077	30.0966	H	STM	RW		11				0		1715	Africa/Kigali	2012-01-17
201585	Nyacyonga	Nyacyonga	Nyacyonga,Nyatshonga	-2.29472	30.51611	H	STM	RW	RW	11				0		1331	Africa/Kigali	2012-01-17
201586	Nyarwambu	Nyarwambu	Nyarwambo,Nyarwambu	-1.58083	30.27611	H	STM	RW		11				0		1406	Africa/Kigali	2012-01-17
201587	Nyarutunga	Nyarutunga		-2.1583	30.7526	P	PPL	RW		11	55	5512	551203	0		1762	Africa/Kigali	2016-07-06
201588	Nyarutovu	Nyarutovu		-1.6921	29.6363	H	STM	RW		13				0		1425	Africa/Kigali	1995-03-14
201589	Nyaruteja	Nyaruteja	Colline Nyaruteja,Nyaruteja	-2.7869	29.7313	P	PPL	RW		15	22	2212	221203	0		1716	Africa/Kigali	2016-07-06
201590	Nyarusange	Nyarusange		-2.3411	29.6693	P	PPLL	RW		15	21	2110	211005	0		1634	Africa/Kigali	2016-07-06
201591	Nyarurama	Nyarurama		-1.93333	29.85	L	LCTY	RW		15				0		1696	Africa/Kigali	2010-08-22
201592	Nyaruhuru	Nyaruhuru		-1.8549	30.6392	T	PROM	RW		11				0		1310	Africa/Kigali	2010-08-22
201593	Nyarugumba	Nyarugumba		-1.5232	30.4238	P	PPL	RW		11	53	5304	530405	0		1404	Africa/Kigali	2016-07-06
201594	Nyarubuye	Nyarubuye		-2.1816	30.7529	P	PPLL	RW		11	55	5512	551203	0		1683	Africa/Kigali	2016-07-06
201595	Nyarubuye	Nyarubuye		-1.96667	29.98333	L	LCTY	RW		15				0		1451	Africa/Kigali	2010-08-22
201596	Nyakabuye	Nyakabuye	Nyakabuye,Nyarubuye	-1.969	29.8511	P	PPLL	RW		15	28	2802	280201	0		1623	Africa/Kigali	2016-07-06
201597	Nyarubuye	Nyarubuye	Nyarubuye,Nyaryubuye	-1.8799	30.3665	P	PPLL	RW		11	51	5108	510806	0		1535	Africa/Kigali	2016-07-06
201598	Nyarubogo	Nyarubogo		-2.3102	29.9641	H	STM	RW		15				0		1349	Africa/Kigali	2011-02-07
201599	Nyarubare	Nyarubare		-1.93333	30.66667	H	STM	RW		11				0		1487	Africa/Kigali	2010-08-22
201600	Nyanzore	Nyanzore		-2.74111	29.38056	H	STM	RW		15				0		2205	Africa/Kigali	2009-05-07
201601	Nyanza	Nyanza		-2.77912	29.73551	P	PPL	RW		15	22	2212	221201	0		1645	Africa/Kigali	2016-07-06
201602	Nyanza I	Nyanza I	Nyanza,Nyanza I	-2.4475	29.6019	P	PPLL	RW		15	25	2502	250202	0		1971	Africa/Kigali	2016-07-06
201603	Nyanza	Nyanza		-2.0043	29.6762	P	PPLL	RW		15	27	2706	270602	0		1687	Africa/Kigali	2016-07-06
201605	Nyamyumba	Nyamyumba	Nyamuamba,Nyamyumba,Nyanyumba	-1.8207	30.0469	P	PPLL	RW		13	41	4109	410904	0		1710	Africa/Kigali	2016-07-06
201606	Nyanugeso	Nyanugeso		-1.753	30.6249	H	STM	RW		11				0		1382	Africa/Kigali	2009-09-28
201607	Île Nyankira	Ile Nyankira	Ile Nyankira,Île Nyankira	-2.08722	29.26472	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201608	Nyange	Nyange	Nyanga,Nyange	-2.05088	29.58822	P	PPLL	RW		14	35	3512	351203	0		1742	Africa/Kigali	2016-07-06
201609	Nyange	Nyange		-2.1132	30.3507	P	PPLL	RW		11	56	5606	560605	0		1398	Africa/Kigali	2016-07-06
201610	Nyandwa	Nyandwa	Nyandwa,Nyondwa	-2.18893	29.39294	S	MN	RW		14	31	3112	311204	0		2347	Africa/Kigali	2016-07-06
201611	Nyamyungu	Nyamyungu		-1.6	30.46667	L	LCTY	RW		11				0		1364	Africa/Kigali	2010-08-22
201612	Nyamyumba	Nyamyumba	Nyamnyumba,Nyamyumba,Nyanyumba	-1.77889	29.33944	L	LCTY	RW		14				0		2089	Africa/Kigali	2012-01-17
201613	Nyamyrama	Nyamyrama		-1.93333	30.48333	L	LCTY	RW		11				0		1581	Africa/Kigali	2009-10-19
201614	Nyamiyaga	Nyamiyaga	Nyamiyaga,Nyamyaga	-1.79806	30.34472	L	LCTY	RW		11				0		1592	Africa/Kigali	2012-01-17
201615	Nyamuhindura	Nyamuhindura	Nyamuhindula,Nyamuhindura,Nyamutukura	-1.84514	29.79732	H	STM	RW		15				0		1370	Africa/Kigali	2012-01-17
201616	Nyabutoshwa	Nyabutoshwa	Nyabutoshwa,Nyamutoshwa	-1.4572	29.6766	H	STMI	RW		13				0		1940	Africa/Kigali	2012-01-17
201617	Nyamutera	Nyamutera		-1.6339	29.6335	H	STM	RW		13				0		1475	Africa/Kigali	1995-03-14
201618	Nyamusanze	Nyamusanze	Nyamusanza,Nyamusanze	-1.5849	29.8165	H	STMI	RW		13				0		2239	Africa/Kigali	2012-01-17
201620	Nyamukongoro	Nyamukongoro		-1.6245	29.5076	H	CNL	RW		14				0		2292	Africa/Kigali	2014-10-01
201622	Nyamugendamporo	Nyamugendamporo	Nyamugendamboro,Nyamugendamporo	-1.6496	29.9193	H	STM	RW		13				0		1771	Africa/Kigali	2012-01-17
201623	Nyamiyaga	Nyamiyaga	Nyamiyaga,Nyamyaga	-2.43333	29.76667	L	LCTY	RW	RW	15				0		1701	Africa/Kigali	2012-01-17
201624	Nyamiyaga	Nyamiyaga	Nyamiaga,Nyamihaga,Nyamiyaga,Nyamyaga	-2.3451	29.8694	P	PPL	RW		15	21	2107	210705	0		1630	Africa/Kigali	2016-07-06
201625	Île Nyamirundi	Ile Nyamirundi	Ile Nyamirundi,Île Nyamirundi	-1.82833	29.28667	T	ISL	RW		14				0		1461	Africa/Kigali	2018-12-04
201626	Nyamirembe	Nyamirembe	Nyamilembe,Nyamirembe	-1.9249	29.8289	P	PPL	RW		15	28	2802	280204	0		1684	Africa/Kigali	2016-07-06
201627	Nyamirama	Nyamirama	Nyamilama,Nyamirama	-1.99444	29.77613	P	PPLL	RW		15	27	2701	270105	0		1720	Africa/Kigali	2016-07-06
201628	Nyamikama	Nyamikama		-1.48333	30.23333	H	STM	RW		11				0		1424	Africa/Kigali	2010-08-22
201629	Nyamigina	Nyamigina		-2.5	29.51068	P	PPLL	RW		15	25	2516	251606	0		2088	Africa/Kigali	2016-07-06
201630	Nyamigina	Nyamigina		-2.3148	29.5732	P	PPLL	RW		15	25	2512	251202	0		1639	Africa/Kigali	2016-07-06
201631	Mont Nyamidjima	Mont Nyamidjima	Mont Nyamidjima	-1.71547	29.56515	T	MT	RW		14	34	3403	340306	0	2529	2451	Africa/Kigali	2018-12-04
201632	Nyamatete	Nyamatete		-1.6202	30.4172	P	PPLL	RW		11	53	5304	530403	0		1629	Africa/Kigali	2016-07-06
201633	Nyamateke	Nyamateke	Nyamateke	-1.6	29.46667	T	MT	RW		14	34	3402	340203	0		2723	Africa/Kigali	2018-12-04
201634	Nyamasheke	Nyamasheke		-2.3396	29.0856	P	PPL	RW		14	37	3705	370503	0		1474	Africa/Kigali	2016-07-06
201635	Baie Nyamarebe	Baie Nyamarebe	Baie Nyamalebe,Baie Nyamarebe	-1.82929	30.42633	H	BAY	RW		11				0		1450	Africa/Kigali	2012-01-17
201636	Nyamabuye	Nyamabuye		-2.0731	29.7691	P	PPL	RW		15	27	2708	270803	0		1822	Africa/Kigali	2016-07-06
201637	Nyamabare	Nyamabare		-1.45	29.98333	H	STM	RW		13				0		1956	Africa/Kigali	2010-08-22
201638	Nyaligina	Nyaligina		-2.61333	29.77306	H	STM	RW		15				0		1628	Africa/Kigali	2010-08-22
201640	Nyakirambo	Nyakirambo		-1.8855	29.6712	H	STM	RW		15				0		1427	Africa/Kigali	2009-03-13
201641	Nyakabogo	Nyakabogo	Nyakabogo,Nyakavugo	-1.8592	29.8717	H	STM	RW		15				0		1374	Africa/Kigali	2012-04-05
201642	Nyakarambi	Nyakarambi		-2.2692	30.6713	P	PPLL	RW		11	55	5505	550504	0		1577	Africa/Kigali	2016-07-06
201643	Nyakagezi	Nyakagezi		-1.85	30.25	H	STM	RW		11				0		1464	Africa/Kigali	2009-10-19
201644	Nyakagazi	Nyakagazi		-1.36667	30.16667	H	STM	RW		11				0		1467	Africa/Kigali	2010-08-22
201645	Nyakabuye	Nyakabuye		-2.16045	29.53293	P	PPLL	RW		14	31	3106	310602	0		1721	Africa/Kigali	2016-07-06
201646	Nyakabungo	Nyakabungo		-2.0351	29.876	P	PPLL	RW		15	28	2801	280103	0		1595	Africa/Kigali	2016-07-06
201647	Nyakabungo	Nyakabungo	Nyakabongo,Nyakabungo	-1.84045	30.57183	P	PPLL	RW		11	54	5401	540101	0		1658	Africa/Kigali	2016-07-06
201648	Nyakabanda	Nyakabanda		-1.8228	29.6696	H	STM	RW		15				0		1434	Africa/Kigali	2009-03-13
201649	Nyagisasa	Nyagisasa	Nyagisasa,Nyagitasa	-2.5909	29.5779	H	STM	RW		15				0		1819	Africa/Kigali	2012-01-17
201650	Nyagatare	Nyagatare	Nyagatare,Nyakatale,Nyakatare	-1.2952	30.3226	P	PPL	RW		11	52	5210	521007	0		1342	Africa/Kigali	2016-07-06
201651	Nyagasozi	Nyagasozi		-2.1559	29.7578	P	PPL	RW		15	26	2602	260202	0		1792	Africa/Kigali	2016-07-06
201652	Nyagako	Nyagako		-2.0486	29.6385	H	STM	RW		15				0		1485	Africa/Kigali	2011-02-07
201653	Nyagahura	Nyagahura		-2.13333	30.03333	H	STM	RW		11				0		1386	Africa/Kigali	2011-02-07
201654	Nyagahandagaza	Nyagahandagaza		-1.8449	30.537	P	PPLL	RW		11	54	5401	540103	0		1582	Africa/Kigali	2016-07-06
201655	Nyagageza	Nyagageza		-1.96361	30.23056	H	STM	RW		12				0		1370	Africa/Kigali	1994-09-07
201656	Nyagafunzo	Nyagafunzo	Nyagafunzo,Nyagofunzo	-2.19144	29.68055	H	STM	RW		15				0		1581	Africa/Kigali	2012-01-17
201657	Nyacyina	Nyacyina		-1.64972	29.86028	L	LCTY	RW		13				0		1786	Africa/Kigali	1994-09-13
201658	Nyabyiondo	Nyabyiondo		-1.48722	29.94917	L	LCTY	RW		13				0		2102	Africa/Kigali	2010-08-22
201659	Nyabuvomo	Nyabuvomo	Nyabuvomo,Nyabwomo	-1.9039	29.9414	H	STM	RW		15				0		1401	Africa/Kigali	2012-04-05
201660	Nyabwari	Nyabwari		-1.43333	30.53333	L	LCTY	RW		11				0		1321	Africa/Kigali	2010-08-22
201661	Nyabugonde	Nyabugonde	Nyabugonde,Nyobugonde	-2.3736	29.1442	H	STM	RW		14				0		1579	Africa/Kigali	2012-01-17
201662	Nyabugogo	Nyabugogo		-1.9494	29.9984	H	STM	RW		12				0		1357	Africa/Kigali	1995-03-14
201663	Nyabubindi	Nyabubindi		-1.9249	29.8123	H	STM	RW		15				0		1533	Africa/Kigali	2010-08-22
201664	Nyabubare	Nyabubare		-1.6755	30.4349	P	PPLL	RW		11	53	5313	531303	0		1383	Africa/Kigali	2016-07-06
201665	Nyabitsinde	Nyabitsinde	Nyabitsinda,Nyabitsinde	-1.4286	29.556	L	LCTY	RW		13				0		2440	Africa/Kigali	2012-01-17
201666	Nyabinyenga	Nyabinyenga		-2.3163	29.6798	P	PPL	RW		15	21	2103	210303	0		1769	Africa/Kigali	2016-07-06
201667	Nyabinondo	Nyabinondo	Nyabikondo,Nyabinondo	-2.75861	29.33306	H	STM	RW	RW	00				0		2078	Africa/Kigali	2012-01-17
201668	Nyabikili	Nyabikili	Nyabikili,Nyabikiri	-1.616	30.4091	P	PPLL	RW		11	53	5304	530403	0		1619	Africa/Kigali	2016-07-06
201669	Nyabikenke	Nyabikenke		-1.88289	29.75341	P	PPL	RW		15	27	2704	270404	0		1683	Africa/Kigali	2016-07-06
201670	Nyabigega	Nyabigega	Nyabigega,Nyabigeya,Nyabigeza	-2.2656	30.6134	L	RESF	RW		11				0		1602	Africa/Kigali	2012-01-17
201671	Nyabigega	Nyabigega		-1.7478	30.4681	P	PPLL	RW		11	54	5410	541003	0		1621	Africa/Kigali	2016-07-06
201672	Nyabwongorake	Nyabwongorake	Nyabgongoroka,Nyabwongorake	-1.4311	30.1358	H	STM	RW		11				0		1655	Africa/Kigali	2012-01-17
201673	Nyabasesero	Nyabasesero		-2.69292	29.63958	H	STM	RW		15				0		1698	Africa/Kigali	2009-04-24
201674	Nyabarongo	Nyabarongo	Nyabarongo,Nyavarongo,Nyawarongo,Nyawarungu	-2.3458	30.373	H	STM	RW		00				0		1324	Africa/Kigali	2012-01-17
201675	Nyabagabo	Nyabagabo		-2	29.35	H	STM	RW		14				0		1543	Africa/Kigali	2009-03-19
201676	Ntyazo	Ntyazo		-2.42724	29.88534	P	PPL	RW		15	21	2108	210801	0		1563	Africa/Kigali	2016-07-06
201677	Ntunga	Ntunga		-1.95741	30.35472	P	PPL	RW		11	51	5108	510804	0		1620	Africa/Kigali	2016-07-06
201678	Ntonde	Ntonde		-2.01667	29.8	P	PPLL	RW		15	27	2701	270105	0		1796	Africa/Kigali	2016-07-06
201679	Ntete	Ntete		-1.8528	30.3678	P	PPLL	RW		11	53	5306	530604	0		1464	Africa/Kigali	2016-07-06
201680	Ntendezi	Ntendezi	Dendezi,Ntendezi	-2.44722	29.06361	L	LCTY	RW		14				0		1771	Africa/Kigali	2012-01-17
201681	Ntaruka	Ntaruka		-1.8619	30.4938	H	STM	RW		11				0		1451	Africa/Kigali	2009-10-19
201682	Ntaruka	Ntaruka	Ntaruka	-2.1446	30.7176	T	HLL	RW		11	55	5510	551003	0		1802	Africa/Kigali	2018-12-04
201683	Ntaga	Ntaga	Ntaga,Ntanga,Ntunga	-2.0874	30.3707	P	PPLL	RW		11	56	5606	560603	0		1414	Africa/Kigali	2016-07-06
201684	Ntagati	Ntagati		-2.20028	30.39694	P	PPLL	RW		11	56	5614	561403	0		1369	Africa/Kigali	2016-07-06
201685	Nsinda	Nsinda	Nsinda,Sinda	-1.9117	30.4457	P	PPLL	RW		11	51	5106	510607	0		1520	Africa/Kigali	2016-07-06
201686	Nshili	Nshili	Nshili,Nshiri	-2.2193	30.4163	P	PPL	RW		11	56	5613	561302	0		1525	Africa/Kigali	2016-07-06
201687	Nshili	Nshili	Nshili,Nshiri	-2.22651	30.41729	T	HLL	RW		11	56	5613	561302	0	1580	1574	Africa/Kigali	2016-07-06
201688	Nshili	Nshili		-2.75725	29.53976	H	STM	RW		15				0		1738	Africa/Kigali	2009-10-21
201689	Isumo	Isumo	Isumo,Nomilahambashi	-2.0245	30.2291	H	STM	RW		09				0		1337	Africa/Kigali	2012-01-17
201690	Nkungu	Nkungu		-2.04363	30.44172	P	PPL	RW		11	51	5107	510702	0		1528	Africa/Kigali	2016-07-06
201691	Nkoyoyo	Nkoyoyo		-2.2	30.61667	L	LCTY	RW		11				0		1420	Africa/Kigali	2010-08-22
201692	Nkoro	Nkoro		-1.9	29.36667	H	STM	RW		14				0		1774	Africa/Kigali	2009-03-19
201693	Nkora	Nkora		-1.8458	29.2963	H	STM	RW		14				0		1470	Africa/Kigali	2009-03-19
201694	Nkondo	Nkondo		-1.52694	29.90833	H	STM	RW		13				0		2056	Africa/Kigali	1995-03-14
201695	Nkoma	Nkoma	Ngoma,Nkoma	-2.0384	29.7333	P	PPL	RW		15	27	2705	270505	0		1820	Africa/Kigali	2016-07-06
201696	Lac Ngerenke	Lac Ngerenke	Lac Ngerenke,Lac Nkelenhe,Lac Nkelenke	-1.673	30.757	H	LK	RW		11				0		1286	Africa/Kigali	2012-01-17
201697	Nkamba	Nkamba		-1.9749	30.4828	P	PPLL	RW		11	54	5411	541102	0		1540	Africa/Kigali	2016-07-06
201698	Nkakwa	Nkakwa		-2.1528	30.7282	P	PPLL	RW		11	55	5510	551002	0		1700	Africa/Kigali	2016-07-06
201699	Nindo	Nindo		-1.3733	29.7104	P	PPLL	RW		13	44	4403	440306	0		2337	Africa/Kigali	2016-07-06
201700	Nibishyukino	Nibishyukino		-1.71667	29.55	H	STM	RW		14				0		2209	Africa/Kigali	1994-01-04
201701	Nguzi	Nguzi		-2.11667	30.65	L	LCTY	RW		11				0		1787	Africa/Kigali	2010-08-22
201702	Ngugu	Ngugu		-1.67278	30.48306	H	STM	RW		11				0		1331	Africa/Kigali	2010-08-22
201703	Ngoma	Ngoma		-1.4421	30.2467	H	STM	RW		11				0		1369	Africa/Kigali	1995-03-14
201704	Ngoma	Ngoma	Goma,Ngoma	-2.1741	29.2933	P	PPL	RW		14	31	3103	310306	0		1757	Africa/Kigali	2016-07-06
201705	Ngoma	Ngoma		-1.9	29.33333	S	MN	RW		14	32	3208	320803	0		1924	Africa/Kigali	2016-07-06
201706	Ngoma	Ngoma		-2.21686	30.41699	P	PPLL	RW		11	56	5613	561303	0		1470	Africa/Kigali	2016-07-06
201707	Ngoma	Ngoma		-1.9149	29.7725	P	PPL	RW		15	27	2702	270207	0		1498	Africa/Kigali	2016-07-06
201708	Ngiga	Ngiga	Ngiga,Nginga	-2.2369	29.3536	P	PPLL	RW		14	31	3113	311302	0		2420	Africa/Kigali	2016-07-06
201709	Île Ngarwa	Ile Ngarwa	Ile Ngarua,Ile Ngarwa,Île Ngarua,Île Ngarwa	-1.82306	29.27917	T	ISL	RW		14				0		1461	Africa/Kigali	2012-01-17
201710	Ngaru	Ngaru		-2.11311	29.63649	P	PPLL	RW		15	27	2709	270903	0		1602	Africa/Kigali	2016-07-06
201711	Ngaru	Ngaru	Ngaru,Nguru	-1.7329	29.6687	P	PPL	RW		15	27	2707	270702	0		1405	Africa/Kigali	2016-07-06
201712	Nganzo	Nganzo		-2.4451	29.0501	P	PPL	RW		14	37	3714	371402	0		1580	Africa/Kigali	2016-07-06
201713	Ngoma	Ngoma	Ngama,Ngoma	-2.6	29.7255	P	PPL	RW		15	24	2409	240904	0		1790	Africa/Kigali	2016-07-06
201714	Nyamirango	Nyamirango	Ihembe,Ilembe,Nembe,Nyamilango,Nyamirango	-1.64259	29.39872	P	PPLL	RW		14	33	3306	330605	0		2341	Africa/Kigali	2016-07-06
201715	Nemba	Nemba		-1.6316	29.7871	P	PPL	RW		13	42	4216	421604	0		1754	Africa/Kigali	2016-07-06
201716	Duha	Duha	Duha,Nduha	-1.8902	30.3385	P	PPLL	RW		11	51	5109	510905	0		1565	Africa/Kigali	2016-07-06
201717	Nduba	Nduba		-1.7971	30.3838	P	PPLL	RW		11	53	5306	530601	0		1460	Africa/Kigali	2016-07-06
201718	Nduba	Nduba		-1.7959	29.6839	P	PPLL	RW		15	27	2707	270703	0		1627	Africa/Kigali	2016-07-06
201719	Ndora	Ndora	Ndora	-2.6004	29.833	P	PPL	RW		15	22	2211	221104	0		1691	Africa/Kigali	2016-07-06
201720	Ndago	Ndago		-2.6988	29.5727	P	PPL	RW		15	23	2303	230305	0		1902	Africa/Kigali	2016-07-06
201721	Lac Nasho	Lac Nasho		-2.0439	30.7402	H	LK	RW		11				0		1286	Africa/Kigali	2011-02-07
201722	Mwogo	Mwogo	Mhogo,Mwogo,Nyawarungu Mhogo	-2.20351	29.56138	H	STM	RW		00				0		1612	Africa/Kigali	2012-01-17
201723	Mwoga	Mwoga		-2.292	30.8085	H	WTLD	RW		11				0		1305	Africa/Kigali	2011-02-07
201724	Mwitegero	Mwitegero		-2.08333	29.76667	P	PPLL	RW		15	27	2712	271204	0		1864	Africa/Kigali	2016-07-06
201725	Ramba	Ramba	Mwiramba,Ramba	-2.4968	29.9104	P	PPLL	RW		15	22	2206	220605	0		1442	Africa/Kigali	2016-07-06
201726	Mwezi	Mwezi		-2.5218	29.0267	P	PPL	RW		14	37	3708	370804	0		1619	Africa/Kigali	2016-07-06
201727	Mwesa	Mwesa	Mwesa,Mweso	-2.0973	30.1346	H	MRSH	RW		11				0		1352	Africa/Kigali	2012-01-17
201728	Mvundwa	Mvundwa	Mvundwa,Mwendo	-2.1657	29.554	H	STMI	RW		14				0		1661	Africa/Kigali	2012-01-17
201729	Mvundwa	Mvundwa	Mvundwa,Mwendo	-2.1616	29.5586	H	STM	RW		14				0		1610	Africa/Kigali	2012-01-17
201730	Mwendo	Mwendo		-2.0307	29.6612	P	PPLL	RW		15	27	2706	270606	0		1696	Africa/Kigali	2016-07-06
201731	Mwaro	Mwaro		-2.7075	29.0112	P	PPLL	RW		14	36	3601	360103	0		958	Africa/Kigali	2016-07-06
201732	Mwange	Mwange		-1.75	30.1259	H	STM	RW		13				0		1482	Africa/Kigali	1994-09-07
201733	Mwambu	Mwambu		-2.10909	30.50885	H	STM	RW		11				0		1396	Africa/Kigali	2011-02-07
201734	Mwaka	Mwaka		-2.08599	29.68297	P	PPL	RW		15	27	2709	270904	0		1745	Africa/Kigali	2016-07-06
